section,angle,xsec
@s1,92.5,0.1197
@s1,92.6,0.1194
@s1,92.7,0.1192
@s1,92.8,0.1189
@s1,92.9,0.1186
@s1,93.0,0.1184
@s1,93.1,0.1181
@s1,93.2,0.1179
@s1,93.3,0.1176
@s1,93.4,0.1174
@s1,93.5,0.1171
@s1,93.6,0.1169
@s1,93.7,0.1167
@s1,93.8,0.1164
@s1,93.9,0.1162
@s1,94.0,0.116
@s1,94.1,0.1158
@s1,94.2,0.1156
@s1,94.3,0.1154
@s1,94.4,0.1152
@s1,94.5,0.115
@s1,94.6,0.1148
@s1,94.7,0.1146
@s1,94.8,0.1144
@s1,94.9,0.1142
@s1,95.0,0.114
@s1,95.1,0.1139
@s1,95.2,0.1137
@s1,95.3,0.1135
@s1,95.4,0.1134
@s1,95.5,0.1132
@s1,95.6,0.1131
@s1,95.7,0.1129
@s1,95.8,0.1128
@s1,95.9,0.1126
@s1,96.0,0.1125
@s1,96.1,0.1123
@s1,96.2,0.1122
@s1,96.3,0.1121
@s1,96.4,0.112
@s1,96.5,0.1118
@s1,96.6,0.1117
@s1,96.7,0.1116
@s1,96.8,0.1115
@s1,96.9,0.1114
@s1,97.0,0.1113
@s1,97.1,0.1112
@s1,97.2,0.1111
@s1,97.3,0.111
@s1,97.4,0.1109
@s1,97.5,0.1108
@s1,97.6,0.1107
@s1,97.7,0.1106
@s1,97.8,0.1105
@s1,97.9,0.1105
@s1,98.0,0.1104
@s1,98.1,0.1103
@s1,98.2,0.1103
@s1,98.3,0.1102
@s1,98.4,0.1101
@s1,98.5,0.1101
@s1,98.6,0.11
@s1,98.7,0.1099
@s1,98.8,0.1099
@s1,98.9,0.1098
@s1,99.0,0.1098
@s1,99.1,0.1097
@s1,99.2,0.1097
@s1,99.3,0.1096
@s1,99.4,0.1096
@s1,99.5,0.1096
@s1,99.6,0.1095
@s1,99.7,0.1095
@s1,99.8,0.1095
@s1,99.9,0.1094
@s1,100.0,0.1094
@s1,100.1,0.1094
@s1,100.2,0.1093
@s1,100.3,0.1093
@s1,100.4,0.1093
@s1,100.5,0.1093
@s1,100.6,0.1092
@s1,100.7,0.1092
@s1,100.8,0.1092
@s1,100.9,0.1092
@s1,101.0,0.1092
@s1,101.1,0.1091
@s1,101.2,0.1091
@s1,101.3,0.1091
@s1,101.4,0.1091
@s1,101.5,0.1091
@s1,101.6,0.1091
@s1,101.7,0.1091
@s1,101.8,0.1091
@s1,101.9,0.109
@s1,102.0,0.109
@s1,102.1,0.109
@s1,102.2,0.109
@s1,102.3,0.109
@s1,102.4,0.109
@s1,102.5,0.109
@s1,102.6,0.109
@s1,102.7,0.109
@s1,102.8,0.109
@s1,102.9,0.109
@s1,103.0,0.1089
@s1,103.1,0.1089
@s1,103.2,0.1089
@s1,103.3,0.1089
@s1,103.4,0.1089
@s1,103.5,0.1089
@s1,103.6,0.1089
@s1,103.7,0.1089
@s1,103.8,0.1089
@s1,103.9,0.1088
@s1,104.0,0.1088
@s1,104.1,0.1088
@s1,104.2,0.1088
@s1,104.3,0.1088
@s1,104.4,0.1088
@s1,104.5,0.1088
@s1,104.6,0.1087
@s1,104.7,0.1087
@s1,104.8,0.1087
@s1,104.9,0.1087
@s1,105.0,0.1087
@s1,105.1,0.1086
@s1,105.2,0.1086
@s1,105.3,0.1086
@s1,105.4,0.1086
@s1,105.5,0.1085
@s1,105.6,0.1085
@s1,105.7,0.1085
@s1,105.8,0.1084
@s1,105.9,0.1084
@s1,106.0,0.1084
@s1,106.1,0.1083
@s1,106.2,0.1083
@s1,106.3,0.1082
@s1,106.4,0.1082
@s1,106.5,0.1082
@s1,106.6,0.1081
@s1,106.7,0.1081
@s1,106.8,0.108
@s1,106.9,0.108
@s1,107.0,0.1079
@s1,107.1,0.1078
@s1,107.2,0.1078
@s1,107.3,0.1077
@s1,107.4,0.1077
@s1,107.5,0.1076
@s1,107.6,0.1075
@s1,107.7,0.1075
@s1,107.8,0.1074
@s1,107.9,0.1073
@s1,108.0,0.1072
@s1,108.1,0.1072
@s1,108.2,0.1071
@s1,108.3,0.107
@s1,108.4,0.1069
@s1,108.5,0.1068
@s1,108.6,0.1067
@s1,108.7,0.1066
@s1,108.8,0.1065
@s1,108.9,0.1065
@s1,109.0,0.1064
@s1,109.1,0.1062
@s1,109.2,0.1061
@s1,109.3,0.106
@s1,109.4,0.1059
@s1,109.5,0.1058
@s1,109.6,0.1057
@s1,109.7,0.1056
@s1,109.8,0.1055
@s1,109.9,0.1053
@s1,110.0,0.1052
@s1,110.1,0.1051
@s1,110.2,0.1049
@s1,110.3,0.1048
@s1,110.4,0.1047
@s1,110.5,0.1045
@s1,110.6,0.1044
@s1,110.7,0.1043
@s1,110.8,0.1041
@s1,110.9,0.104
@s1,111.0,0.1038
@s1,111.1,0.1036
@s1,111.2,0.1035
@s1,111.3,0.1033
@s1,111.4,0.1032
@s1,111.5,0.103
@s1,111.6,0.1028
@s1,111.7,0.1026
@s1,111.8,0.1025
@s1,111.9,0.1023
@s1,112.0,0.1021
@s1,112.1,0.1019
@s1,112.2,0.1017
@s1,112.3,0.1015
@s1,112.4,0.1014
@s1,112.5,0.1012
@s1,112.6,0.101
@s1,112.7,0.1008
@s1,112.8,0.1006
@s1,112.9,0.1003
@s1,113.0,0.1001
@s1,113.1,0.09993
@s1,113.2,0.09971
@s1,113.3,0.09949
@s1,113.4,0.09927
@s1,113.5,0.09905
@s1,113.6,0.09882
@s1,113.7,0.09859
@s1,113.8,0.09836
@s1,113.9,0.09813
@s1,114.0,0.09789
@s1,114.1,0.09765
@s1,114.2,0.09741
@s1,114.3,0.09716
@s1,114.4,0.09692
@s1,114.5,0.09667
@s1,114.6,0.09641
@s1,114.7,0.09616
@s1,114.8,0.0959
@s1,114.9,0.09564
@s1,115.0,0.09538
@s1,115.1,0.09511
@s1,115.2,0.09484
@s1,115.3,0.09457
@s1,115.4,0.0943
@s1,115.5,0.09402
@s1,115.6,0.09375
@s1,115.7,0.09347
@s1,115.8,0.09318
@s1,115.9,0.0929
@s1,116.0,0.09261
@s1,116.1,0.09232
@s1,116.2,0.09203
@s1,116.3,0.09174
@s1,116.4,0.09144
@s1,116.5,0.09114
@s1,116.6,0.09084
@s1,116.7,0.09054
@s1,116.8,0.09023
@s1,116.9,0.08993
@s1,117.0,0.08962
@s1,117.1,0.08931
@s1,117.2,0.08899
@s1,117.3,0.08868
@s1,117.4,0.08836
@s1,117.5,0.08805
@s1,117.6,0.08772
@s1,117.7,0.0874
@s1,117.8,0.08708
@s1,117.9,0.08675
@s1,118.0,0.08643
@s1,118.1,0.0861
@s1,118.2,0.08577
@s1,118.3,0.08543
@s1,118.4,0.0851
@s1,118.5,0.08476
@s1,118.6,0.08443
@s1,118.7,0.08409
@s1,118.8,0.08375
@s1,118.9,0.08341
@s1,119.0,0.08306
@s1,119.1,0.08272
@s1,119.2,0.08238
@s1,119.3,0.08203
@s1,119.4,0.08168
@s1,119.5,0.08133
@s1,119.6,0.08098
@s1,119.7,0.08063
@s1,119.8,0.08028
@s1,119.9,0.07993
@s1,120.0,0.07957
@s1,120.1,0.07922
@s1,120.2,0.07886
@s1,120.3,0.07851
@s1,120.4,0.07815
@s1,120.5,0.07779
@s1,120.6,0.07743
@s1,120.7,0.07707
@s1,120.8,0.07671
@s1,120.9,0.07635
@s1,121.0,0.07599
@s1,121.1,0.07563
@s1,121.2,0.07527
@s1,121.3,0.07491
@s1,121.4,0.07455
@s1,121.5,0.07418
@s1,121.6,0.07382
@s1,121.7,0.07346
@s1,121.8,0.0731
@s1,121.9,0.07273
@s1,122.0,0.07237
@s1,122.1,0.07201
@s1,122.2,0.07164
@s1,122.3,0.07128
@s1,122.4,0.07092
@s1,122.5,0.07056
@s1,122.6,0.0702
@s1,122.7,0.06983
@s1,122.8,0.06947
@s1,122.9,0.06911
@s1,123.0,0.06875
@s1,123.1,0.06839
@s1,123.2,0.06803
@s1,123.3,0.06768
@s1,123.4,0.06732
@s1,123.5,0.06696
@s1,123.6,0.0666
@s1,123.7,0.06625
@s1,123.8,0.0659
@s1,123.9,0.06554
@s1,124.0,0.06519
@s1,124.1,0.06484
@s1,124.2,0.06449
@s1,124.3,0.06414
@s1,124.4,0.06379
@s1,124.5,0.06345
@s1,124.6,0.0631
@s1,124.7,0.06276
@s1,124.8,0.06242
@s1,124.9,0.06208
@s1,125.0,0.06174
@s1,125.1,0.0614
@s1,125.2,0.06107
@s1,125.3,0.06073
@s1,125.4,0.0604
@s1,125.5,0.06007
@s1,125.6,0.05974
@s1,125.7,0.05942
@s1,125.8,0.05909
@s1,125.9,0.05877
@s1,126.0,0.05845
@s1,126.1,0.05813
@s1,126.2,0.05782
@s1,126.3,0.0575
@s1,126.4,0.05719
@s1,126.5,0.05688
@s1,126.6,0.05658
@s1,126.7,0.05627
@s1,126.8,0.05597
@s1,126.9,0.05567
@s1,127.0,0.05538
@s1,127.1,0.05509
@s1,127.2,0.0548
@s1,127.3,0.05451
@s1,127.4,0.05423
@s1,127.5,0.05394
@s1,127.6,0.05367
@s1,127.7,0.05339
@s1,127.8,0.05312
@s1,127.9,0.05285
@s1,128.0,0.05258
@s1,128.1,0.05232
@s1,128.2,0.05206
@s1,128.3,0.05181
@s1,128.4,0.05155
@s1,128.5,0.05131
@s1,128.6,0.05106
@s1,128.7,0.05082
@s1,128.8,0.05058
@s1,128.9,0.05035
@s1,129.0,0.05012
@s1,129.1,0.04989
@s1,129.2,0.04967
@s1,129.3,0.04945
@s1,129.4,0.04923
@s1,129.5,0.04902
@s1,129.6,0.04881
@s1,129.7,0.04861
@s1,129.8,0.04841
@s1,129.9,0.04822
@s1,130.0,0.04803
@s1,130.1,0.04784
@s1,130.2,0.04766
@s1,130.3,0.04748
@s1,130.4,0.04731
@s1,130.5,0.04714
@s1,130.6,0.04697
@s1,130.7,0.04681
@s1,130.8,0.04666
@s1,130.9,0.04651
@s1,131.0,0.04636
@s1,131.1,0.04622
@s1,131.2,0.04608
@s1,131.3,0.04595
@s1,131.4,0.04583
@s1,131.5,0.0457
@s1,131.6,0.04559
@s1,131.7,0.04548
@s1,131.8,0.04537
@s1,131.9,0.04527
@s1,132.0,0.04517
@s1,132.1,0.04508
@s1,132.2,0.04499
@s1,132.3,0.04491
@s1,132.4,0.04483
@s1,132.5,0.04476
@s1,132.6,0.0447
@s1,132.7,0.04464
@s1,132.8,0.04458
@s1,132.9,0.04453
@s1,133.0,0.04449
@s1,133.1,0.04445
@s1,133.2,0.04441
@s1,133.3,0.04439
@s1,133.4,0.04436
@s1,133.5,0.04435
@s1,133.6,0.04433
@s1,133.7,0.04433
@s1,133.8,0.04433
@s1,133.9,0.04433
@s1,134.0,0.04434
@s1,134.1,0.04436
@s1,134.2,0.04438
@s1,134.3,0.04441
@s1,134.4,0.04445
@s1,134.5,0.04449
@s1,134.6,0.04453
@s1,134.7,0.04458
@s1,134.8,0.04464
@s1,134.9,0.0447
@s1,135.0,0.04477
@s1,135.1,0.04485
@s1,135.2,0.04493
@s1,135.3,0.04501
@s1,135.4,0.0451
@s1,135.5,0.0452
@s1,135.6,0.04531
@s1,135.7,0.04542
@s1,135.8,0.04553
@s1,135.9,0.04565
@s1,136.0,0.04578
@s1,136.1,0.04592
@s1,136.2,0.04606
@s1,136.3,0.0462
@s1,136.4,0.04635
@s1,136.5,0.04651
@s1,136.6,0.04667
@s1,136.7,0.04684
@s1,136.8,0.04702
@s1,136.9,0.0472
@s1,137.0,0.04739
@s1,137.1,0.04758
@s1,137.2,0.04778
@s1,137.3,0.04799
@s1,137.4,0.0482
@s1,137.5,0.04842
@s1,137.6,0.04864
@s1,137.7,0.04887
@s1,137.8,0.04911
@s1,137.9,0.04935
@s1,138.0,0.04959
@s1,138.1,0.04985
@s1,138.2,0.05011
@s1,138.3,0.05037
@s1,138.4,0.05064
@s1,138.5,0.05092
@s1,138.6,0.0512
@s1,138.7,0.05149
@s1,138.8,0.05178
@s1,138.9,0.05208
@s1,139.0,0.05239
@s1,139.1,0.0527
@s1,139.2,0.05301
@s1,139.3,0.05334
@s1,139.4,0.05367
@s1,139.5,0.054
@s1,139.6,0.05434
@s1,139.7,0.05468
@s1,139.8,0.05503
@s1,139.9,0.05539
@s1,140.0,0.05575
@s1,140.1,0.05612
@s1,140.2,0.05649
@s1,140.3,0.05687
@s1,140.4,0.05725
@s1,140.5,0.05764
@s1,140.6,0.05803
@s1,140.7,0.05843
@s1,140.8,0.05884
@s1,140.9,0.05925
@s1,141.0,0.05966
@s1,141.1,0.06008
@s1,141.2,0.06051
@s1,141.3,0.06094
@s1,141.4,0.06137
@s1,141.5,0.06181
@s1,141.6,0.06225
@s1,141.7,0.0627
@s1,141.8,0.06316
@s1,141.9,0.06362
@s1,142.0,0.06408
@s1,142.1,0.06455
@s1,142.2,0.06502
@s1,142.3,0.0655
@s1,142.4,0.06598
@s1,142.5,0.06647
@s1,142.6,0.06696
@s1,142.7,0.06745
@s1,142.8,0.06795
@s1,142.9,0.06846
@s1,143.0,0.06896
@s1,143.1,0.06948
@s1,143.2,0.06999
@s1,143.3,0.07051
@s1,143.4,0.07104
@s1,143.5,0.07156
@s1,143.6,0.0721
@s1,143.7,0.07263
@s1,143.8,0.07317
@s1,143.9,0.07371
@s1,144.0,0.07426
@s1,144.1,0.07481
@s1,144.2,0.07536
@s1,144.3,0.07592
@s1,144.4,0.07648
@s1,144.5,0.07704
@s1,144.6,0.07761
@s1,144.7,0.07818
@s1,144.8,0.07875
@s1,144.9,0.07933
@s1,145.0,0.07991
@s1,145.1,0.08049
@s1,145.2,0.08107
@s1,145.3,0.08166
@s1,145.4,0.08225
@s1,145.5,0.08284
@s1,145.6,0.08343
@s1,145.7,0.08403
@s1,145.8,0.08463
@s1,145.9,0.08523
@s1,146.0,0.08584
@s1,146.1,0.08644
@s1,146.2,0.08705
@s1,146.3,0.08766
@s1,146.4,0.08827
@s1,146.5,0.08888
@s1,146.6,0.0895
@s1,146.7,0.09012
@s1,146.8,0.09073
@s1,146.9,0.09135
@s1,147.0,0.09198
@s1,147.1,0.0926
@s1,147.2,0.09322
@s1,147.3,0.09385
@s1,147.4,0.09447
@s1,147.5,0.0951
@s1,147.6,0.09573
@s1,147.7,0.09636
@s1,147.8,0.09699
@s1,147.9,0.09762
@s1,148.0,0.09825
@s1,148.1,0.09888
@s1,148.2,0.09951
@s1,148.3,0.1001
@s1,148.4,0.1008
@s1,148.5,0.1014
@s1,148.6,0.102
@s1,148.7,0.1027
@s1,148.8,0.1033
@s1,148.9,0.1039
@s1,149.0,0.1046
@s1,149.1,0.1052
@s1,149.2,0.1058
@s1,149.3,0.1065
@s1,149.4,0.1071
@s1,149.5,0.1077
@s1,149.6,0.1084
@s1,149.7,0.109
@s1,149.8,0.1096
@s1,149.9,0.1102
@s1,150.0,0.1109
@s1,150.1,0.1115
@s1,150.2,0.1121
@s1,150.3,0.1127
@s1,150.4,0.1134
@s1,150.5,0.114
@s1,150.6,0.1146
@s1,150.7,0.1152
@s1,150.8,0.1158
@s1,150.9,0.1164
@s1,151.0,0.117
@s1,151.1,0.1177
@s1,151.2,0.1183
@s1,151.3,0.1189
@s1,151.4,0.1195
@s1,151.5,0.1201
@s1,151.6,0.1207
@s1,151.7,0.1213
@s1,151.8,0.1219
@s1,151.9,0.1224
@s1,152.0,0.123
@s1,152.1,0.1236
@s1,152.2,0.1242
@s1,152.3,0.1248
@s1,152.4,0.1254
@s1,152.5,0.1259
@s1,152.6,0.1265
@s1,152.7,0.1271
@s1,152.8,0.1276
@s1,152.9,0.1282
@s1,153.0,0.1288
@s1,153.1,0.1293
@s1,153.2,0.1299
@s1,153.3,0.1304
@s1,153.4,0.131
@s1,153.5,0.1315
@s1,153.6,0.132
@s1,153.7,0.1326
@s1,153.8,0.1331
@s1,153.9,0.1336
@s1,154.0,0.1341
@s1,154.1,0.1347
@s1,154.2,0.1352
@s1,154.3,0.1357
@s1,154.4,0.1362
@s1,154.5,0.1367
@s1,154.6,0.1372
@s1,154.7,0.1377
@s1,154.8,0.1381
@s1,154.9,0.1386
@s1,155.0,0.1391
@s1,155.1,0.1396
@s1,155.2,0.14
@s1,155.3,0.1405
@s1,155.4,0.141
@s1,155.5,0.1414
@s1,155.6,0.1419
@s1,155.7,0.1423
@s1,155.8,0.1428
@s1,155.9,0.1432
@s1,156.0,0.1436
@s1,156.1,0.144
@s1,156.2,0.1445
@s1,156.3,0.1449
@s1,156.4,0.1453
@s1,156.5,0.1457
@s1,156.6,0.1461
@s1,156.7,0.1465
@s1,156.8,0.1469
@s1,156.9,0.1472
@s1,157.0,0.1476
@s1,157.1,0.148
@s1,157.2,0.1483
@s1,157.3,0.1487
@s1,157.4,0.1491
@s1,157.5,0.1494
@s1,157.6,0.1497
@s1,157.7,0.1501
@s1,157.8,0.1504
@s1,157.9,0.1507
@s1,158.0,0.1511
@s1,158.1,0.1514
@s1,158.2,0.1517
@s1,158.3,0.152
@s1,158.4,0.1523
@s1,158.5,0.1526
@s1,158.6,0.1528
@s1,158.7,0.1531
@s1,158.8,0.1534
@s1,158.9,0.1537
@s1,159.0,0.1539
@s1,159.1,0.1542
@s1,159.2,0.1544
@s1,159.3,0.1547
@s1,159.4,0.1549
@s1,159.5,0.1551
@s1,159.6,0.1554
@s1,159.7,0.1556
@s1,159.8,0.1558
@s1,159.9,0.156
@s1,160.0,0.1562
@s1,160.1,0.1564
@s1,160.2,0.1566
@s1,160.3,0.1568
@s1,160.4,0.1569
@s1,160.5,0.1571
@s1,160.6,0.1573
@s1,160.7,0.1574
@s1,160.8,0.1576
@s1,160.9,0.1577
@s1,161.0,0.1579
@s1,161.1,0.158
@s1,161.2,0.1581
@s1,161.3,0.1583
@s1,161.4,0.1584
@s1,161.5,0.1585
@s1,161.6,0.1586
@s1,161.7,0.1587
@s1,161.8,0.1588
@s1,161.9,0.1589
@s1,162.0,0.159
@s1,162.1,0.159
@s1,162.2,0.1591
@s1,162.3,0.1592
@s1,162.4,0.1592
@s1,162.5,0.1593
@s1,162.6,0.1593
@s1,162.7,0.1594
@s1,162.8,0.1594
@s1,162.9,0.1594
@s1,163.0,0.1595
@s1,163.1,0.1595
@s1,163.2,0.1595
@s1,163.3,0.1595
@s1,163.4,0.1595
@s1,163.5,0.1595
@s1,163.6,0.1595
@s1,163.7,0.1595
@s1,163.8,0.1595
@s1,163.9,0.1595
@s1,164.0,0.1595
@s1,164.1,0.1594
@s1,164.2,0.1594
@s1,164.3,0.1593
@s1,164.4,0.1593
@s1,164.5,0.1593
@s1,164.6,0.1592
@s1,164.7,0.1591
@s1,164.8,0.1591
@s1,164.9,0.159
@s1,165.0,0.1589
@s1,165.1,0.1589
@s1,165.2,0.1588
@s1,165.3,0.1587
@s1,165.4,0.1586
@s1,165.5,0.1585
@s1,165.6,0.1584
@s1,165.7,0.1583
@s1,165.8,0.1582
@s1,165.9,0.1581
@s1,166.0,0.158
@s1,166.1,0.1578
@s1,166.2,0.1577
@s1,166.3,0.1576
@s1,166.4,0.1575
@s1,166.5,0.1573
@s1,166.6,0.1572
@s1,166.7,0.1571
@s1,166.8,0.1569
@s1,166.9,0.1568
@s1,167.0,0.1566
@s1,167.1,0.1565
@s1,167.2,0.1563
@s1,167.3,0.1561
@s1,167.4,0.156
@s1,167.5,0.1558
@s1,167.6,0.1556
@s1,167.7,0.1555
@s1,167.8,0.1553
@s1,167.9,0.1551
@s1,168.0,0.1549
@s1,168.1,0.1548
@s1,168.2,0.1546
@s1,168.3,0.1544
@s1,168.4,0.1542
@s1,168.5,0.154
@s1,168.6,0.1538
@s1,168.7,0.1536
@s1,168.8,0.1534
@s1,168.9,0.1532
@s1,169.0,0.153
@s1,169.1,0.1528
@s1,169.2,0.1526
@s1,169.3,0.1524
@s1,169.4,0.1522
@s1,169.5,0.152
@s1,169.6,0.1518
@s1,169.7,0.1516
@s1,169.8,0.1513
@s1,169.9,0.1511
@s1,170.0,0.1509
@s1,170.1,0.1507
@s1,170.2,0.1505
@s1,170.3,0.1503
@s1,170.4,0.15
@s1,170.5,0.1498
@s1,170.6,0.1496
@s1,170.7,0.1494
@s1,170.8,0.1492
@s1,170.9,0.1489
@s1,171.0,0.1487
@s1,171.1,0.1485
@s1,171.2,0.1483
@s1,171.3,0.1481
@s1,171.4,0.1478
@s1,171.5,0.1476
@s1,171.6,0.1474
@s1,171.7,0.1472
@s1,171.8,0.1469
@s1,171.9,0.1467
@s1,172.0,0.1465
@s1,172.1,0.1463
@s1,172.2,0.1461
@s1,172.3,0.1458
@s1,172.4,0.1456
@s1,172.5,0.1454
@s1,172.6,0.1452
@s1,172.7,0.145
@s1,172.8,0.1448
@s1,172.9,0.1446
@s1,173.0,0.1443
@s1,173.1,0.1441
@s1,173.2,0.1439
@s1,173.3,0.1437
@s1,173.4,0.1435
@s1,173.5,0.1433
@s1,173.6,0.1431
@s1,173.7,0.1429
@s1,173.8,0.1427
@s1,173.9,0.1425
@s1,174.0,0.1423
@s1,174.1,0.1421
@s1,174.2,0.1419
@s1,174.3,0.1417
@s1,174.4,0.1415
@s1,174.5,0.1414
@s1,174.6,0.1412
@s1,174.7,0.141
@s1,174.8,0.1408
@s1,174.9,0.1406
@s1,175.0,0.1405
@s1,175.1,0.1403
@s1,175.2,0.1401
@s1,175.3,0.14
@s1,175.4,0.1398
@s1,175.5,0.1396
@s1,175.6,0.1395
@s1,175.7,0.1393
@s1,175.8,0.1392
@s1,175.9,0.139
@s1,176.0,0.1389
@s1,176.1,0.1387
@s1,176.2,0.1386
@s1,176.3,0.1385
@s1,176.4,0.1383
@s1,176.5,0.1382
@s1,176.6,0.1381
@s1,176.7,0.1379
@s1,176.8,0.1378
@s1,176.9,0.1377
@s1,177.0,0.1376
@s1,177.1,0.1375
@s1,177.2,0.1374
@s1,177.3,0.1373
@s1,177.4,0.1372
@s1,177.5,0.1371
@s1,177.6,0.137
@s1,177.7,0.1369
@s1,177.8,0.1368
@s1,177.9,0.1367
@s1,178.0,0.1366
@s1,178.1,0.1366
@s1,178.2,0.1365
@s1,178.3,0.1364
@s1,178.4,0.1363
@s1,178.5,0.1363
@s1,178.6,0.1362
@s1,178.7,0.1362
@s1,178.8,0.1361
@s1,178.9,0.1361
@s1,179.0,0.136
@s1,179.1,0.136
@s1,179.2,0.136
@s1,179.3,0.1359
@s1,179.4,0.1359
@s1,179.5,0.1359
@s1,179.6,0.1359
@s1,179.7,0.1359
@s1,179.8,0.1359
@s1,179.9,0.1358
@s1,180.0,0.1358
